,id,prod_id,prod_name,areabrand_name,prod_detail,cid,first_cat,agri_firstcat,sepcial_name,Geodict,NotGeodict,final_Prod,final_label
802,803,525000000000.0,崇明特产  自家种植新鲜芹菜  当季露天 天然绿色 500g,上海芹菜,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""品种"":""芹菜""},{""产地"":""中国大陆""},{""省份"":""上海""},{""净含量"":""500g""}]}]}",1080202001,食品保健,蔬菜,,,,,0
803,804,545000000000.0,八角50g 香料调料大全 调味料大茴香 花椒草果丁香香叶胡椒满包邮,亳州花椒,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""安徽省""},{""城市"":""亳州市""},{""套餐份量"":""4人份""},{""套餐周期"":""1个月""},{""配送频次"":""1周1次""},{""净含量"":""50g""}]}]}",1080301003,食品保健,其他农产品,,,,,0
804,805,14003285877.0,茶叶/绿茶/特产/泰山女儿茶/手工一级/2017新茶/400g/礼品盒装,泰安绿茶,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年06月08日 至 2018年06月09日""},{""生产许可证编号"":""SC11437090600015""},{""产品标准号"":""787564545""},{""厂名"":""泰安市泰山女儿旅游商贸有限公司""},{""厂址"":""泰安高新开发区创业服务中心、泰安市大津口乡范家庄村(泰明路3号)""},{""厂家联系方式"":""15853821760""},{""配料表"":""茶叶鲜叶""},{""储藏方法"":""避异味""},{""保质期"":""540""},{""食品添加剂"":""无""},{""净含量"":""400克""},{""包装方式"":""包装""},{""包装种类"":""礼盒装""},{""是否为有机食品"":""否""},{""食品工艺"":""炒青绿茶""},{""采摘时间"":""雨后""},{""级别"":""一级""},{""产地"":""中国大陆""},{""省份"":""山东省""},{""城市"":""泰安市""},{""生长季节"":""春季""},{""茶种类"":""其他/other""}]}]}",1080501006,食品保健,茶饮,,{'泰山绿茶': '泰山'},,泰山绿茶,2
805,806,41826373219.0,石峰山湖南安化黑茶2013年野生金花百两茶,湖南黑茶,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2013年09月01日 至 2013年10月31日""},{""生产许可证编号"":""SC11443092300414""},{""厂名"":""安化县石门潭茶业有限责任公司""},{""厂址"":""湖南省益阳市安化县小淹镇青桑村""},{""厂家联系方式"":""0769-21663989""},{""配料表"":""安化黑毛茶""},{""储藏方法"":""通风无异味""},{""保质期"":""999999""},{""食品添加剂"":""无""},{""品牌"":""石峰山""},{""形状"":""散茶""},{""产地"":""中国大陆""},{""省份"":""湖南省""},{""包装种类"":""袋装""},{""包装方式"":""包装""},{""套餐份量"":""5人""},{""套餐周期"":""1个月""},{""配送频次"":""1周1次""},{""价格段"":""500元以上""},{""茶种类"":""安化黑茶""},{""级别"":""二级""},{""生长季节"":""春季""},{""净含量"":""3625g""}]}]}",1080501002,食品保健,茶饮,,{'安化黑茶': '安化'},,安化黑茶,2
806,807,547000000000.0,满2包邮XHZ小伙子韩国炒年糕280g年糕酱包齐全3分钟速食辣炒年糕,青岛年糕,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年10月10日 至 2018年10月10日""},{""生产许可证编号"":""SC11137021400810""},{""产品标准号"":""SB/T 10507-2008""},{""厂名"":""青岛太阳草食品有限公司""},{""厂址"":""青岛市城阳区棘洪滩街道北万社区居委会东1000米""},{""厂家联系方式"":""13789857882""},{""配料表"":""年糕+年糕酱""},{""储藏方法"":""常温避光阴凉干燥处""},{""保质期"":""365""},{""食品添加剂"":""安全食品添加""},{""净含量"":""280g""},{""包装方式"":""包装""},{""品牌"":""小伙子""},{""系列"":""280""},{""规格"":""280g""},{""商品条形码"":""6943904894716""},{""产地"":""中国大陆""},{""省份"":""山东省""},{""城市"":""青岛市""},{""套餐份量"":""2人份""},{""套餐周期"":""1周""},{""配送频次"":""1周1次""}]}]}",1080202002,食品保健,,,,{'辣炒年糕': ''},辣炒年糕,3
807,808,44868123994.0,酱菜咸菜泡菜开胃下饭小菜【30袋包邮】 宏绿70克金针菇（单肩包）,漳州泡菜,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2014年11月01日 至 2015年02月15日""},{""生产许可证编号"":""QS350616010187""},{""厂名"":""福建宏绿食品有限公司""},{""厂址"":""漳州市平和县小溪镇大坂洋工业集中区""},{""厂家联系方式"":""5222266""},{""配料表"":""金针菇，食用植物油，白砂糖，食用盐，辣椒，香辛料，""},{""保质期"":""365""},{""食品添加剂"":""谷氨酸钠，柠檬酸，维生素C，乙二胺乙酸二钠5，""},{""包装方式"":""包装""},{""品牌"":""宏绿""},{""系列"":""金针菇""},{""产地"":""中国大陆""},{""省份"":""福建省""},{""城市"":""漳州市""},{""净含量"":""70g""}]}]}",1080202002,食品保健,,,,,,0
808,809,27242016666.0,百枣纲目红枣礼盒大枣夹核桃仁加花生扁桃仁腰果灰枣夹心枣包装盒,若羌灰枣,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年02月04日 至 2018年02月07日""},{""品牌"":""百枣纲目 ""},{""系列"":""心膳房800g礼盒 ""},{""包装方式"":""包装 ""},{""零食种类"":""新疆若羌枣 ""},{""枣类产品"":""无核枣 ""},{""产地"":""中国大陆 ""},{""省份"":""山东省 ""},{""特产品类"":""若羌灰枣 ""},{""商品条形码"":""6956459400356 ""},{""每千克果数"":""170-210 ""},{""单果直径"":""2.4cm-3cm ""},{""净含量"":""800g ""},{""生产许可证编号"":""QS3714 1702 1262 ""},{""产品标准号"":""Q/BZGM 0001S""},{""厂名"":""山东百枣纲目生物科技有限公司""},{""厂址"":""乐陵市碧霞大街西侧""},{""厂家联系方式"":""0534-6705816""},{""配料表"":""花生夹心枣、核桃夹心枣、扁桃仁夹心枣、腰果夹心枣""},{""保质期"":""270""},{""食品添加剂"":""无""}]}]}",1080102007,食品保健,坚果,若羌灰枣 ,,,若羌灰枣 ,1
809,810,16064775763.0,全场包邮 山东红心地瓜干 农家自制红薯干 番薯干 吃不胖的零食,山东红薯,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""山东省""},{""净含量"":""250g""}]}]}",1080102007,食品保健,蔬菜,,,,,0
810,811,24163508356.0,湖南张家界深山葛根粉野生正品十年老柴葛根葛粉降火解酒,张家界清香野葛,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""湖南省""},{""城市"":""张家界市""},{""粉粉品类"":""野葛粉""},{""套餐份量"":""1人""},{""套餐周期"":""2周""},{""特产品类"":""张家界清香野葛""},{""品牌"":""other/其他""},{""系列"":""野生老柴葛""},{""净含量"":""500g""}]}]}",1080601005,食品保健,草药,张家界清香野葛,,,张家界清香野葛,1
811,812,554000000000.0,新鲜中药材中草药野生龙葵草 天茄子 黑天天 苦葵 野辣椒 黑茄子,浙江辣椒,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""浙江省""},{""品牌"":""other/其他""},{""系列"":""草药""},{""规格"":""新鲜""},{""净含量"":""500g""}]}]}",1990101,食品保健,蔬菜,,,,,0
812,813,557000000000.0,广西百香果新鲜现摘水果热带鸡蛋果百香果现摘22个大红色果酸甜多汁,广西百香果,"{""groupProps"":[{""基本信息"":[{""品牌"":""薇果记 ""},{""系列"":""22个大果 ""},{""规格"":""22个大果 ""},{""包装方式"":""散装 ""},{""水果种类"":""百香果 ""},{""产地"":""中国大陆 ""},{""省份"":""广西 ""},{""城市"":""玉林市 ""},{""套餐份量"":""1人份 ""},{""套餐周期"":""1周 ""},{""配送频次"":""1周1次 ""},{""同城服务"":""同城24小时物流送货上门 ""},{""售卖方式"":""单品 ""},{""是否为有机食品"":""否 ""},{""生鲜储存温度"":""8-15℃ ""},{""热卖时间"":""1月 2月 3月 4月 5月 6月 7月 8月 9月 10月 11月 12月 ""},{""特产品类"":""广西百香果 ""},{""价格"":""0-50元 ""},{""重量(g)"":""1500 ""},{""净含量"":""1500g ""},{""单果重量"":""55-90g ""},{""厂名"":""杜哥生态农业有限公司""},{""厂址"":""北流市""},{""厂家联系方式"":""15878578309""},{""配料表"":""新鲜百香果""},{""储藏方法"":""通风放置或挖出果肉冰冻""},{""保质期"":""7""},{""食品添加剂"":""无""}]}]}",1080201004,食品保健,水果,广西百香果 ,,,广西百香果 ,1
813,814,560000000000.0,巖茗九韵武夷山正山小种红茶300g 武夷红茶正山小种红茶罐装礼袋,武夷红茶,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2017年10月10日 至 2017年10月12日""},{""包装方式"":""包装 ""},{""包装种类"":""罐装 ""},{""茶种类"":""正山小种 ""},{""生长季节"":""秋季 ""},{""产地"":""中国大陆 ""},{""省份"":""福建省 ""},{""城市"":""南平市 ""},{""食品工艺"":""小种红茶 ""},{""套餐份量"":""5人 ""},{""是否为有机食品"":""否 ""},{""价格段"":""100-199元 ""},{""是否进口"":""国产 ""},{""品牌"":""岩茗九韵 ""},{""系列"":""桶装正山小种 ""},{""净含量"":""300g ""},{""生产许可证编号"":""SC11435078201032""},{""厂名"":""福建武记茶业有限公司""},{""厂址"":""武夷山市茗香路（旗山工业区）""},{""厂家联系方式"":""0592-5708276""},{""配料表"":""茶树鲜叶""},{""储藏方法"":""防潮湿、防异味、避光直射、冷藏为宜""},{""保质期"":""1095""},{""食品添加剂"":""符合生产标准许可""}]}]}",1080501005,食品保健,茶饮,,{'武夷红茶': '武夷'},,武夷红茶,2
814,815,43338156232.0,2袋包邮三峡锅粑赛宜昌童心香辣锅巴怀旧零食小米锅巴玉米锅巴,宜昌玉米,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年10月08日 至 2018年10月10日""},{""生产许可证编号"":""SC12442050602480""},{""厂名"":""宜昌福杰食品厂""},{""厂址"":""湖北省宜昌市夷陵经济开发区南村坪村二组""},{""厂家联系方式"":""13545775643""},{""配料表"":""大米、盐、食用油、辣椒面""},{""储藏方法"":""常温""},{""保质期"":""50""},{""食品添加剂"":""无""},{""净含量"":""380g""},{""包装方式"":""散装""},{""产地"":""中国大陆""},{""省份"":""湖北省""},{""城市"":""宜昌市""}]}]}",1080102008,食品保健,,,,,,0
815,816,562000000000.0,广东韶关南雄特产/珠玑坊烤肉味银杏脆 香酥白果仁 粤北小吃零食,韶关银杏,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年10月01日 至 2018年10月05日""},{""生产许可证编号"":""QS440224013186""},{""厂名"":""南雄市珠玑坊食品有限公司""},{""厂址"":""南雄市珠玑镇国道323线旁""},{""厂家联系方式"":""3616868""},{""配料表"":""银杏仁、植物油、三氯蔗糖""},{""储藏方法"":""25度以下贮存，避免阳光直射（冷藏口味更佳）""},{""保质期"":""270""},{""食品添加剂"":""三氯蔗糖""},{""包装方式"":""包装""},{""产地"":""中国大陆""},{""省份"":""广东省""},{""城市"":""韶关市""},{""净含量"":""200g""}]}]}",1080102006,食品保健,0,,,"{'南雄白果': '南雄', '银杏白果': '银杏'}",,-2
816,817,538000000000.0,青海柴达木诺木洪野生黑枸杞500g 非新疆甘肃货 青海野生黑枸杞,青海枸杞,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""滋补品大小"":""其他/other""},{""产地"":""中国大陆""},{""省份"":""青海省""},{""城市"":""海西蒙古族藏族自治州""},{""特产品类"":""青海枸杞""},{""适用对象"":""全部适用""},{""品牌"":""阿克苏""},{""系列"":""农副产品""},{""规格"":""500g""},{""净含量"":""500g""}]}]}",1080601005,食品保健,草药,青海枸杞,,,青海枸杞,1
817,818,36061423843.0,2017新茶茶叶 龙井茶 正宗西湖龙井茶雨前特级茶农直销 绿茶 250g,杭州绿茶,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""食品工艺"":""炒青绿茶""},{""采摘时间"":""雨前""},{""级别"":""一级""},{""产地"":""中国大陆""},{""省份"":""浙江省""},{""城市"":""杭州市""},{""生长季节"":""春季""},{""茶种类"":""西湖龙井""},{""套餐份量"":""1人""},{""套餐周期"":""1周""},{""配送频次"":""1周1次""},{""口感"":""甘醇爽口""},{""价格段"":""60-99元""},{""形状"":""片形""},{""净含量"":""250g""}]}]}",1080501006,食品保健,茶饮,,"{'西湖龙井': '西湖', '龙井茶': ''}",,,-1
818,819,557000000000.0,甘肃会宁特产地达菜地软地木耳野生干货地皮菜地达菇免洗地衣包邮,甘肃木耳,"{""groupProps"":[{""基本信息"":[{""净含量"":""50g""},{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""甘肃省""}]}]}",1080202006,食品保健,0,,,,,0
819,820,524000000000.0,【贝尔西旗】内蒙古 呼伦贝尔 西旗新鲜羊肉 羊腱子羊小腿 生鲜肉,呼伦贝尔羊肉,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""原产地"":""中国""},{""品牌"":""贝尔西旗""},{""产地"":""中国大陆""},{""省份"":""内蒙古自治区""},{""城市"":""呼伦贝尔市""},{""重量(g)"":""500""}]}]}",1080201003,食品保健,畜禽,,,{'呼伦贝尔羊肉': '呼伦贝尔'},呼伦贝尔羊肉,3
820,821,543000000000.0,新玉米小颗粒榛子武功县南仁乡玉米珍子10斤每份包邮,咸阳玉米,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""陕西省""},{""城市"":""咸阳市""},{""净含量"":""5000g""}]}]}",19902,食品保健,坚果,,,,,0
821,822,27278308939.0,【常州钱大烧烤】紫薯饼5串 半成品菜烤串食材烧烤食物 真空包装,常州紫薯,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""品种"":""其他""},{""产地"":""中国大陆""},{""省份"":""江苏省""},{""城市"":""常州市""},{""净含量"":""150g""}]}]}",1080201003,食品保健,0,,,,,0
822,823,549000000000.0,西凤酒52度 浓香型白酒 500ml 2坛装  馈赠礼品送手提袋 包邮,四川白酒,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2017年07月01日 至 2018年04月01日""},{""品牌"":""西凤 ""},{""品名"":""西凤酒陈酒尚品套装 ""},{""净含量"":""500mlX2瓶 ""},{""度数"":""52%Vol. ""},{""产地"":""中国大陆地区 ""},{""省份"":""四川 ""},{""香型"":""浓香型 ""},{""包装方式"":""包装 ""},{""包装种类"":""坛装 ""},{""年份"":""1年及以下 ""},{""是否为有机食品"":""否 ""},{""适用场景"":""礼节拜访区 ""},{""体积(ml)"":""1000 ""},{""生产许可证编号"":""SC11561032200194""},{""产品标准号"":""GB/T10781.1-2006(一级）""},{""厂名"":""陕西西凤酒股份有限公司""},{""厂址"":""陕西省凤翔县柳林镇""},{""厂家联系方式"":""09178612900""},{""配料表"":""水.高粱.小麦""},{""储藏方法"":""干燥阴凉遮光常温保存""},{""保质期"":""1000000""},{""食品添加剂"":""无""}]}]}",1080401001,食品保健,,,{'西凤酒': ''},,西凤酒,2
823,824,549000000000.0,宜兴全手工老茶壶酒壶正品 文革一厂 顾景舟早期 回流紫泥紫砂壶,宜兴紫砂,"{""groupProps"":[{""基本信息"":[{""泥质"":""紫泥""},{""容量"":""200cc(含)-400cc(含)""},{""品相"":""十品""},{""作者"":""国家级高级工艺美术师""},{""年代"":""现代""},{""制作工艺"":""全手工""}]}]}",10602,家居用品,,,{'宜兴紫砂': '宜兴'},,宜兴紫砂,2
824,825,538000000000.0,和派黄桃水果罐头新鲜糖水即食玻璃瓶大罐头批发520g*3瓶整箱包邮,平邑罐头,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2017年01月01日 至 2017年06月03日""},{""品牌"":""和派 ""},{""系列"":""520黄桃4 ""},{""种类"":""水果罐头 ""},{""产地"":""中国大陆 ""},{""省份"":""山东省 ""},{""城市"":""临沂市 ""},{""包装方式"":""包装 ""},{""特产品类"":""平邑罐头 ""},{""商品条形码"":""6933087215811 ""},{""净含量"":""1560g ""},{""生产许可证编号"":""SC10937132600129""},{""厂名"":""临沂市家家旺食品有限公司""},{""厂址"":""平邑县地方镇驻地，地庞公路西侧""},{""厂家联系方式"":""0539-8611188""},{""配料表"":""黄桃、生活饮用水、白砂糖""},{""储藏方法"":""常温保存，开罐后需冷藏""},{""保质期"":""730""},{""食品添加剂"":""柠檬酸""}]}]}",1080202002,食品保健,,平邑罐头 ,,,平邑罐头 ,1
825,826,542000000000.0,仰南安然青梅汁 风味饮料浓浆 1L瓶装青梅蜜风味 特调冲饮品,广东青梅,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2017年12月01日 至 2017年12月01日""},{""生产许可证编号"":""QS441906011478""},{""厂名"":""东莞市仰南食品厂""},{""厂址"":""东莞市南城区亨美水濂澎洞工业区B区A栋三楼""},{""厂家联系方式"":""02081788427""},{""配料表"":""见包装""},{""保质期"":""365""},{""食品添加剂"":""见包装""},{""净含量"":""1000ml""},{""包装方式"":""包装""},{""品牌"":""仰南""},{""系列"":""青梅汁""},{""产地"":""中国大陆""},{""省份"":""广东省""}]}]}",1080401005,食品保健,,,,,,0
826,827,567000000000.0,两盒包邮Lipton/立顿樱花风味口味奶茶速溶红茶奶茶175g 10条装,安徽红茶,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年02月07日 至 2018年02月07日""},{""品牌"":""Lipton/立顿 ""},{""系列"":""樱花风味奶茶 ""},{""包装方式"":""包装 ""},{""是否含糖"":""含糖 ""},{""产地"":""中国大陆 ""},{""省份"":""安徽省 ""},{""净含量"":""175g ""},{""生产许可证编号"":""SC11434010705097""},{""厂名"":""联合利华（中国）有限公司""},{""厂址"":""安徽省合肥经济技术开发区锦绣大道88号""},{""厂家联系方式"":""8008207878""},{""保质期"":""540""}]}]}",10805,食品保健,,,,,,0
827,828,44983300335.0,纤草坊花果茶柠檬味(三盒包邮),北京柠檬,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2015年02月01日 至 2015年04月02日""},{""生产许可证编号"":""QS110614020073""},{""厂名"":""北京维力佳食品有限公司丰台分公司""},{""厂址"":""北京市丰台区王佐镇南岗洼水牛坊650号""},{""厂家联系方式"":""01063568879""},{""配料表"":""什锦水果粒 玫瑰花 洛神花.葡萄糖等""},{""保质期"":""540""},{""食品添加剂"":""无""},{""包装方式"":""包装""},{""包装种类"":""罐装""},{""产地"":""中国大陆""},{""省份"":""北京""},{""品牌"":""纤草坊""},{""系列"":""花果茶""},{""净含量"":""120g""}]}]}",1080501003,食品保健,水果,,,,,0
828,829,541000000000.0,myzentai -法国墨红冻干玫瑰干花进口法国墨红玫瑰花冠茶,红河玫瑰,"{""groupProps"":[{""基本信息"":[{""生产许可证编号"":""SC10653252608712""},{""厂名"":""弥勒市荷其爽食品有限公司""},{""厂址"":""云南省红河州弥勒市弥阳镇吉山北路244号""},{""包装方式"":""包装""},{""包装种类"":""罐装""},{""是否为有机食品"":""否""},{""茶种类"":""玫瑰花""},{""产地"":""中国大陆""},{""省份"":""云南省""},{""城市"":""红河哈尼族彝族自治州""},{""适用季节"":""冬季,春季,夏季,秋季""},{""品牌"":""myzentai""},{""系列"":""花草茶""},{""净含量"":""30g""}]}]}",1080501003,食品保健,,,,,,0
829,830,523000000000.0,袋泡茶铁观音浓香型茶叶茶包茶角茶末春茶新茶安溪高山乌龙茶500g,泉州铁观音,"{""groupProps"":[{""基本信息"":[{""品牌"":""other/其他""},{""系列"":""铁观音散袋泡茶""},{""包装方式"":""食用农产品""},{""是否为有机食品"":""否""},{""茶种类"":""铁观音""},{""生长季节"":""秋季""},{""级别"":""其他/other""},{""产地"":""中国大陆""},{""省份"":""福建省""},{""城市"":""泉州市""},{""套餐份量"":""1人""},{""套餐周期"":""1个月""},{""乌龙茶干茶形状"":""细条""},{""配送频次"":""1周1次""},{""口味"":""浓香型""},{""口感"":""醇厚甘爽""},{""价格段"":""1-59元""},{""净含量"":""500""}]}]}",1080501001,食品保健,茶饮,,{'安溪铁观音': '安溪'},,安溪铁观音,2
830,831,25341676527.0,康美 药材 川芎/川穹 四川产 一等品小包装250克 精选八珍汤材料,四川川芎,"{""groupProps"":[{""基本信息"":[{""净含量"":""250g""},{""包装方式"":""食用农产品""},{""品牌"":""康美药业""},{""系列"":""食用药材""},{""规格"":""250克""},{""产地"":""中国大陆""},{""省份"":""四川省""}]}]}",1080601005,食品保健,草药,,,,,0
831,832,544000000000.0,广西巴马农家自制笋干 新鲜竹笋干  干货两斤包邮 只从巴马发货,河池竹笋,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""广西壮族自治区""},{""城市"":""河池市""},{""净含量"":""500g""}]}]}",1080202006,食品保健,蔬菜,,,,,0
832,833,39852677502.0,宁夏粉条 纯土豆粉 马铃薯粉 农家粉条 火锅酸辣粉专用 不粘不糊,固原马铃薯,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""是否为有机食品"":""否""},{""产地"":""中国大陆""},{""省份"":""宁夏回族自治区""},{""城市"":""固原市""},{""净含量"":""500g""}]}]}",10803,食品保健,,,,{'宁夏土豆': '宁夏'},宁夏土豆,3
833,834,24230392435.0,2017新品干货 西点石红薯粉丝 浙江台州临海特产 红薯粉条 豆面,临海市红薯粉丝,"{""groupProps"":[{""基本信息"":[{""生产许可证编号"":""QS331023010026""},{""产品标准号"":""Q/LFL0001S-2009""},{""厂名"":""临海市福禄豆面专业合作社""},{""厂址"":""台州市临海市东塍镇沙溪下村""},{""配料表"":""红薯淀粉、水""},{""储藏方法"":""阴凉干澡处""},{""保质期"":""540""},{""食品添加剂"":""无""},{""包装方式"":""包装""},{""产地"":""中国大陆""},{""省份"":""浙江省""},{""城市"":""临海市""},{""是否冷藏"":""否""},{""净含量"":""2500g""}]}]}",1080202001,食品保健,蔬菜,,,,,0
834,835,567000000000.0,瑞景莱甜辣酱挤压袋装1kg肯德基汉堡番茄沙司薯条 手抓饼专用酱料,上海番茄,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年05月31日 至 2018年06月06日""},{""生产许可证编号"":""SC10332082900313""},{""产品标准号"":""DB31-2002""},{""厂名"":""休比食品(江苏)有限公司""},{""厂址"":""江苏省淮安市洪泽经济开发区砚马河路26号""},{""厂家联系方式"":""15779868783""},{""配料表"":""辣椒、饮用水、白砂糖、食用盐，梅肉、洋葱、蒜、天然香辛料""},{""储藏方法"":"" 常温 避光""},{""保质期"":""365""},{""食品添加剂"":""果葡糖浆""},{""包装方式"":""包装""},{""售卖方式"":""单品""},{""产地"":""中国大陆""},{""省份"":""上海""},{""套餐份量"":""5人份""},{""套餐周期"":""12个月""},{""配送频次"":""1周1次""},{""净含量"":""1000g""}]}]}",10803,食品保健,,,,,,0
835,836,556000000000.0,韩趣爱分享饼干250g半斤柠檬芝士椰子味饼干早餐饼休闲零食小吃,福建柠檬,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年09月01日 至 2018年09月05日""},{""生产许可证编号"":""SC10835062700378""},{""厂名"":""福建韩趣食品有限公司""},{""厂址"":""福建省漳州市南靖县丰田镇丰田工业区""},{""厂家联系方式"":""18932433339""},{""配料表"":""小麦粉，鸡蛋，白砂糖等""},{""储藏方法"":""阴凉干燥处""},{""保质期"":""270""},{""食品添加剂"":""碳酸氢钠，碳酸氢铵等""},{""品牌"":""other/其他""},{""系列"":""饼干""},{""包装方式"":""散装""},{""糕点种类"":""韧性饼干""},{""热销系列"":""其它""},{""是否含糖"":""含糖""},{""产地"":""中国大陆""},{""省份"":""福建省""},{""口味"":""芝士味,柠檬味,椰子味""},{""净含量"":""250g""}]}]}",1080101001,食品保健,,,,,,0
836,837,568000000000.0,买一送一 西藏野生红枸杞 西藏正宗头茬枸杞 大颗粒 新鲜包邮,宁夏枸杞,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""品牌"":""other/其他""},{""系列"":""西藏红枸杞""},{""规格"":""袋""},{""产地"":""中国大陆""},{""省份"":""西藏自治区""},{""城市"":""山南地区""},{""特产品类"":""宁夏枸杞""},{""适用对象"":""全部适用""},{""净含量"":""250g""}]}]}",10802,食品保健,草药,宁夏枸杞,,,宁夏枸杞,1
837,838,20896463692.0,食品级柠檬酸做饮料奶茶500克食品添加剂 除水垢护发江苏 酸度,江苏柠檬,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年09月01日 至 2018年09月02日""},{""厂名"":""连云港康科贸易有限公司""},{""厂址"":""连云港新浦""},{""厂家联系方式"":""18071666719""},{""配料表"":""柠檬酸""},{""储藏方法"":""阴凉干燥密封""},{""保质期"":""720""},{""食品添加剂"":""柠檬酸""},{""净含量"":""500""},{""包装方式"":""包装""},{""包装规格"":""500g""},{""同城服务"":""同城24小时卖家送货上门""},{""产地"":""中国大陆""},{""省份"":""江苏省""}]}]}",1080301004,食品保健,,,,,,0
838,839,523000000000.0,野生中草药小红葱通鼻小红蒜红葱头百步还阳血葱500克可种,桂林红葱,"{""groupProps"":[{""基本信息"":[{""净含量"":""500g""},{""包装方式"":""食用农产品""},{""品种"":""野菜""},{""产地"":""中国大陆""},{""省份"":""广西壮族自治区""},{""城市"":""桂林市""}]}]}",1080102006,其他行业,0,,,,,0
839,840,560000000000.0,六大茶山 高山红 六大茶山高山红 红茶 滇红 特级滇红 云南滇红,昆明红茶,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年05月17日 至 2018年05月17日""},{""生产许可证编号"":""SC11453282231731""},{""厂名"":""云南六大茶山茶业股份有限公司勐海普洱茶厂""},{""厂址"":""西双版纳州勐海县勐海镇曼谢村""},{""厂家联系方式"":""0871-65718802""},{""配料表"":""一级料""},{""保质期"":""3650""},{""食品添加剂"":""无""},{""包装方式"":""包装""},{""包装种类"":""礼盒装""},{""产地"":""中国大陆""},{""省份"":""云南省""},{""城市"":""昆明市""},{""形状"":""散茶""},{""净含量"":""350g""}]}]}",1080501002,食品保健,茶饮,,,{'云南红茶': '云南'},云南红茶,3
840,841,524000000000.0,中药材鲜晒桂枝尖切片.大 肉桂枝尖、柳桂枝250g【满50元包邮】,广西肉桂,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""广西壮族自治区""},{""品牌"":""鸿福汇""},{""系列"":""鲜晒桂枝""},{""规格"":""粗""},{""净含量"":""250g""}]}]}",1990101,食品保健,草药,,,,,0
841,842,36703346411.0,细腻陈皮粉500克 纯 橘子皮粉 现磨 食用 香味浓 天然调料香,常熟市陈皮,"{""groupProps"":[{""基本信息"":[{""净含量"":""500g""},{""包装方式"":""食用农产品""},{""食品口味"":""原味""},{""产地"":""中国大陆""},{""省份"":""江苏省""},{""城市"":""常熟市""}]}]}",1080301004,食品保健,水果,,,,,0
842,843,521000000000.0,极美轩焦糖瓜子420g袋炒货大颗粒核桃味葵花籽休闲办公室零食小吃,嘉兴核桃,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2016年06月01日 至 2016年08月02日""},{""生产许可证编号"":""SC11833070202650""},{""厂名"":""金华市乡土诗标食品有限公司""},{""厂址"":""浙江省金华市婺城区蒋堂镇工业园区（开化村）""},{""厂家联系方式"":""13857672266""},{""配料表"":""精选葵花籽、食用盐、白砂""},{""保质期"":""180""},{""食品添加剂"":""甜蜜素等""},{""净含量"":""420g""},{""包装方式"":""散装""},{""品牌"":""other/其他""},{""系列"":""焦糖瓜子420克""},{""食品口味"":""焦糖味,核桃味""},{""是否含糖"":""含糖""},{""瓜子种类"":""葵花子""},{""产地"":""中国大陆""},{""省份"":""浙江省""},{""城市"":""嘉兴市""},{""是否新货"":""是""}]}]}",1080102006,食品保健,坚果,,,,,0
